Year,Month,Manufacturer,Model,Sales,Region
2010,December,Honda,SUV,3715,Shikoku
2013,November,Toyota,SUV,1388,Hokkaido
2012,December,Honda,Hatchback,4999,Kyushu
2019,August,Honda,Convertible,4329,Kyushu
2015,October,Mazda,Convertible,4722,Kansai
2021,July,Nissan,SUV,3620,Kanto
2013,April,Toyota,Sedan,4246,Kansai
2017,August,Nissan,Convertible,3820,Kansai
2022,June,Toyota,SUV,2804,Kanto
2011,July,Mazda,Convertible,2355,Kansai
2024,January,Subaru,Sedan,4813,Chubu
2013,July,Subaru,Sedan,3679,Chubu
2016,October,Honda,Truck,1246,Chugoku
2016,August,Subaru,Sedan,4640,Hokkaido
2023,June,Subaru,Sedan,3781,Chubu
2013,February,Nissan,SUV,3185,Chubu
2023,August,Mazda,Convertible,4762,Chubu
2019,March,Subaru,Sedan,2708,Kanto
2015,August,Toyota,Hatchback,2125,Kanto
2010,February,Subaru,Sedan,1877,Kyushu
2013,March,Honda,Convertible,2152,Kansai
2016,January,Subaru,SUV,3269,Tohoku
2022,April,Nissan,Truck,4199,Chugoku
2011,January,Mazda,Convertible,2685,Kansai
2023,May,Honda,SUV,3367,Hokkaido
2014,February,Toyota,Hatchback,3440,Kyushu
2017,September,Honda,Convertible,4335,Kansai
2014,September,Nissan,Sedan,2192,Tohoku
2018,April,Toyota,Truck,2474,Hokkaido
2015,January,Toyota,SUV,3935,Shikoku
2012,October,Nissan,Sedan,2125,Hokkaido
2020,April,Honda,Sedan,4339,Shikoku
2022,January,Mazda,SUV,2084,Kansai
2017,September,Subaru,Convertible,4317,Kyushu
2023,August,Mazda,Truck,2228,Kansai
2018,October,Subaru,Hatchback,3175,Kanto
2013,August,Nissan,Hatchback,4733,Hokkaido
2023,October,Nissan,Sedan,4361,Chubu
2011,October,Honda,SUV,2255,Shikoku
2020,January,Subaru,Convertible,1815,Shikoku
2014,July,Toyota,Truck,1639,Chubu
2019,October,Nissan,Convertible,1451,Chubu
2022,December,Nissan,Hatchback,1740,Chubu
2014,October,Nissan,Hatchback,4077,Chubu
2012,October,Mazda,Convertible,1372,Kyushu
2015,June,Honda,Convertible,1764,Tohoku
2013,September,Nissan,Truck,4695,Hokkaido
2021,July,Mazda,Hatchback,1530,Kyushu
2018,October,Subaru,Truck,2347,Hokkaido
2012,September,Honda,SUV,4406,Hokkaido
2017,July,Subaru,Hatchback,2406,Shikoku
2014,September,Toyota,Sedan,3416,Shikoku
2012,July,Honda,SUV,3585,Shikoku
2022,May,Mazda,Convertible,2549,Kanto
2011,February,Nissan,Sedan,2179,Kyushu
2024,April,Mazda,Convertible,2313,Kyushu
2022,September,Toyota,Sedan,2146,Tohoku
2013,February,Honda,Sedan,4156,Kyushu
2010,October,Honda,SUV,1197,Kanto
2012,November,Mazda,SUV,3964,Hokkaido
2021,February,Subaru,Sedan,4006,Hokkaido
2010,January,Subaru,Convertible,1562,Kyushu
2013,July,Honda,Convertible,4691,Kanto
2023,September,Subaru,Convertible,2291,Tohoku
2014,August,Toyota,SUV,4803,Kyushu
2022,August,Toyota,Sedan,3515,Kyushu
2017,November,Nissan,Hatchback,1016,Kanto
2014,April,Honda,Sedan,4247,Kanto
2011,August,Honda,Truck,1383,Kyushu
2021,April,Nissan,Hatchback,3791,Hokkaido
2017,February,Toyota,SUV,4164,Kyushu
2023,May,Toyota,SUV,4247,Hokkaido
2013,March,Mazda,Hatchback,3777,Kyushu
2022,June,Honda,Convertible,3730,Kanto
2023,January,Subaru,SUV,3942,Shikoku
2013,June,Subaru,Truck,4411,Chubu
2013,January,Subaru,Truck,2537,Chugoku
2013,October,Toyota,Sedan,3891,Tohoku
2017,November,Honda,SUV,3527,Tohoku
2021,September,Honda,Sedan,4813,Hokkaido
2012,February,Honda,Convertible,1120,Hokkaido
2019,December,Honda,SUV,4945,Kansai
2014,January,Subaru,Sedan,2358,Hokkaido
2013,December,Mazda,Hatchback,2031,Kansai
2024,September,Honda,SUV,1780,Kanto
2017,February,Toyota,SUV,1890,Tohoku
2020,June,Nissan,Sedan,2971,Shikoku
2023,November,Subaru,SUV,4380,Chugoku
2014,December,Honda,Hatchback,4255,Chubu
2020,December,Nissan,Sedan,4022,Chugoku
2011,June,Nissan,Hatchback,1375,Hokkaido
2019,September,Subaru,Sedan,2791,Tohoku
2011,January,Toyota,Sedan,3991,Chubu
2019,November,Subaru,Sedan,3052,Kyushu
2014,February,Nissan,Truck,1443,Hokkaido
2010,February,Subaru,Convertible,4195,Kansai
2015,August,Toyota,Hatchback,1369,Tohoku
2017,September,Honda,SUV,1491,Kanto
2013,January,Toyota,Sedan,3328,Shikoku
2016,September,Toyota,Convertible,3476,Chugoku
2014,September,Toyota,Truck,3713,Tohoku
2012,February,Honda,Truck,1964,Chubu
2016,January,Nissan,Convertible,1408,Tohoku
2019,February,Honda,Truck,4749,Kyushu
2024,October,Toyota,Truck,1793,Shikoku
2020,February,Toyota,SUV,3443,Kansai
2010,February,Subaru,Hatchback,1666,Tohoku
2017,July,Mazda,Hatchback,2112,Kanto
2024,November,Toyota,Convertible,4267,Hokkaido
2021,August,Toyota,Truck,4647,Hokkaido
2012,June,Honda,SUV,2684,Kyushu
2024,March,Mazda,Convertible,4621,Shikoku
2016,October,Honda,Convertible,1977,Hokkaido
2016,July,Mazda,Sedan,3765,Tohoku
2014,January,Mazda,Convertible,1259,Kyushu
2020,June,Honda,SUV,3868,Kyushu
2022,January,Subaru,SUV,4779,Hokkaido
2010,March,Honda,Hatchback,2612,Kanto
2022,June,Subaru,SUV,1352,Kanto
2023,May,Honda,SUV,4688,Chugoku
2019,December,Nissan,SUV,3556,Kyushu
2017,June,Mazda,Hatchback,1407,Hokkaido
2022,May,Toyota,SUV,3999,Tohoku
2023,February,Mazda,Sedan,1152,Kansai
2022,January,Nissan,Hatchback,1750,Tohoku
2022,March,Mazda,SUV,3467,Hokkaido
2023,October,Honda,SUV,3343,Chugoku
2018,September,Toyota,SUV,4732,Chugoku
2012,February,Nissan,Sedan,3361,Kyushu
2014,April,Honda,Hatchback,2825,Hokkaido
2017,December,Toyota,Sedan,1847,Chubu
2015,February,Nissan,Sedan,4985,Kyushu
2019,July,Mazda,Truck,3695,Kansai
2023,June,Toyota,SUV,3792,Tohoku
2020,August,Honda,Convertible,4300,Kyushu
2022,March,Honda,Sedan,3447,Tohoku
2019,January,Nissan,Hatchback,1217,Kanto
2010,April,Subaru,Truck,3271,Kansai
2019,September,Mazda,Hatchback,3942,Shikoku
2016,August,Nissan,SUV,4355,Hokkaido
2014,December,Nissan,Convertible,3598,Chugoku
2018,December,Honda,Convertible,2213,Chugoku
2010,December,Nissan,SUV,2674,Chubu
2016,April,Nissan,Truck,2529,Chubu
2018,May,Nissan,SUV,1467,Chugoku
2021,May,Toyota,Sedan,2055,Chugoku
2019,June,Nissan,Sedan,1764,Shikoku
2024,May,Toyota,SUV,4519,Kansai
2010,August,Subaru,Convertible,4990,Kanto
2019,December,Subaru,Truck,3474,Chugoku
2020,November,Mazda,Convertible,3816,Tohoku
2017,January,Subaru,Convertible,1208,Kanto
2016,April,Honda,Truck,2270,Kyushu
2016,October,Toyota,Convertible,4478,Chubu
2020,August,Honda,Hatchback,2281,Shikoku
2012,April,Mazda,Convertible,2659,Hokkaido
2021,September,Mazda,Truck,1580,Shikoku
2017,November,Mazda,Truck,4643,Chugoku
2017,October,Toyota,SUV,2948,Shikoku
2019,April,Mazda,Truck,2452,Kyushu
2019,December,Nissan,Convertible,3854,Kyushu
2024,October,Honda,Convertible,2425,Kansai
2015,September,Nissan,Sedan,1572,Shikoku
2018,June,Nissan,Convertible,2112,Chugoku
2012,January,Toyota,Convertible,1444,Kanto
2023,June,Toyota,Sedan,2567,Shikoku
2024,October,Mazda,Sedan,4840,Kyushu
2021,February,Mazda,Hatchback,1105,Chugoku
2015,August,Honda,Truck,4387,Chubu
2014,August,Toyota,Hatchback,1422,Shikoku
2023,June,Nissan,SUV,4131,Chubu
2021,August,Nissan,Hatchback,1969,Shikoku
2024,June,Nissan,Sedan,4011,Kanto
2012,December,Honda,Truck,4228,Kansai
2019,August,Subaru,Convertible,2392,Chubu
2012,October,Toyota,SUV,3668,Hokkaido
2021,April,Honda,Truck,4440,Shikoku
2023,October,Toyota,Truck,1510,Shikoku
2021,December,Nissan,Sedan,4962,Tohoku
2010,April,Nissan,SUV,4755,Kyushu
2014,October,Mazda,SUV,2207,Kyushu
2013,February,Honda,Sedan,2978,Chugoku
2012,January,Honda,Truck,3275,Kanto
2023,December,Toyota,Convertible,4027,Chugoku
2024,February,Subaru,SUV,1307,Chugoku
2012,March,Subaru,SUV,4867,Shikoku
2010,June,Toyota,Hatchback,2253,Tohoku
2015,August,Nissan,SUV,3282,Hokkaido
2011,February,Honda,SUV,2787,Hokkaido
2012,December,Mazda,Hatchback,1322,Chugoku
2012,January,Toyota,Truck,1704,Kanto
2012,December,Nissan,Hatchback,3495,Kansai
2011,September,Nissan,Convertible,2801,Kansai
2012,August,Toyota,Convertible,2691,Kansai
2013,September,Nissan,Sedan,4293,Chubu
2013,October,Toyota,Sedan,2759,Chubu
2010,September,Toyota,SUV,3143,Chugoku
2015,February,Subaru,Convertible,4130,Chugoku
2021,July,Mazda,Convertible,3663,Chugoku
2014,October,Subaru,Hatchback,3535,Chubu
2012,March,Nissan,SUV,2814,Tohoku
2024,May,Honda,Sedan,1613,Kanto
2022,February,Honda,Truck,4869,Chubu
2021,April,Nissan,Hatchback,2381,Kansai
2013,October,Mazda,Sedan,2000,Tohoku
2017,February,Toyota,Sedan,1907,Hokkaido
2016,September,Honda,Truck,3406,Kanto
2017,November,Honda,Truck,1244,Hokkaido
2021,October,Mazda,Truck,3861,Kyushu
2023,February,Honda,Truck,2348,Kanto
2011,March,Subaru,Hatchback,4427,Hokkaido
2019,September,Honda,Hatchback,2625,Hokkaido
2011,April,Subaru,SUV,4604,Kyushu
2018,August,Honda,Truck,4629,Kansai
2021,February,Mazda,Sedan,2613,Tohoku
2016,January,Honda,Sedan,2975,Tohoku
2012,August,Nissan,Truck,4657,Kanto
2018,April,Toyota,SUV,2735,Kanto
2014,August,Honda,Convertible,1518,Kansai
2017,April,Nissan,Truck,4555,Kyushu
2018,April,Mazda,Sedan,2642,Kansai
2024,October,Subaru,Sedan,3499,Kansai
2010,September,Toyota,Sedan,3271,Kyushu
2013,February,Mazda,Hatchback,4377,Shikoku
2019,June,Honda,Hatchback,1359,Kansai
2021,November,Toyota,Convertible,2494,Chugoku
2022,February,Toyota,Truck,1772,Shikoku
2014,October,Nissan,Sedan,1485,Tohoku
2010,August,Nissan,SUV,3275,Shikoku
2022,February,Toyota,Truck,2265,Chubu
2023,March,Nissan,Truck,2921,Tohoku
2010,March,Honda,Sedan,3069,Kansai
2011,June,Mazda,Truck,4966,Hokkaido
2016,February,Toyota,Truck,2733,Kanto
2014,May,Mazda,SUV,4318,Tohoku
2022,July,Honda,SUV,4550,Kyushu
2010,February,Nissan,Sedan,2152,Chubu
2019,September,Mazda,SUV,4608,Chugoku
2023,May,Mazda,Sedan,2864,Chugoku
2018,November,Mazda,SUV,2242,Kansai
2016,June,Honda,SUV,1544,Kansai
2015,January,Subaru,Truck,2718,Kanto
2021,February,Mazda,Truck,4080,Kansai
2011,June,Honda,Sedan,1847,Hokkaido
2016,January,Nissan,Hatchback,2668,Chubu
2018,July,Nissan,Truck,1889,Hokkaido
2016,April,Toyota,SUV,2209,Chubu
2010,October,Subaru,Truck,2094,Kansai
2020,November,Mazda,Convertible,4890,Kanto
2023,December,Subaru,Hatchback,3751,Kansai
2017,June,Toyota,SUV,4091,Chubu
2021,January,Subaru,SUV,4771,Shikoku
2011,December,Mazda,Truck,4212,Hokkaido
2011,November,Nissan,SUV,1095,Chubu
2024,October,Toyota,Sedan,1757,Kanto
2010,January,Mazda,Sedan,3476,Kansai
2020,November,Honda,Convertible,2886,Kanto
2021,May,Toyota,Hatchback,4082,Kanto
2016,October,Mazda,Convertible,4946,Shikoku
2022,May,Mazda,Sedan,1894,Kyushu
2024,October,Honda,SUV,1187,Shikoku
2024,February,Mazda,Sedan,3203,Shikoku
2022,April,Nissan,SUV,1505,Chugoku
2021,June,Toyota,Truck,1644,Shikoku
2016,August,Honda,Truck,4716,Kanto
2016,October,Nissan,Hatchback,3579,Kanto
2024,January,Nissan,SUV,3008,Hokkaido
2015,December,Subaru,Convertible,4268,Chubu
2016,December,Toyota,Sedan,4771,Kanto
2014,November,Honda,Hatchback,4695,Kansai
2014,July,Nissan,Convertible,1803,Tohoku
2020,August,Subaru,Hatchback,3685,Chugoku
2019,May,Honda,Sedan,1410,Chugoku
2022,April,Toyota,Sedan,2835,Shikoku
2021,May,Honda,Sedan,3046,Kansai
2015,January,Toyota,Hatchback,3747,Kanto
2012,February,Honda,SUV,3617,Tohoku
2011,April,Nissan,Sedan,3778,Hokkaido
2012,August,Subaru,Sedan,3436,Chubu
2021,August,Honda,Sedan,2724,Kanto
2011,September,Subaru,SUV,3642,Tohoku
2021,March,Honda,SUV,4343,Chugoku
2013,April,Toyota,Hatchback,3929,Chugoku
2017,February,Mazda,Convertible,3265,Kyushu
2013,July,Honda,Hatchback,2617,Chubu
2024,August,Toyota,Truck,2486,Tohoku
2020,December,Nissan,Hatchback,4397,Chubu
2020,June,Toyota,Sedan,4041,Chugoku
2014,January,Subaru,Hatchback,3651,Shikoku
2015,May,Nissan,Sedan,3933,Tohoku
2021,November,Mazda,Truck,2873,Kansai
2021,December,Mazda,Sedan,1123,Shikoku
2015,October,Honda,Sedan,1298,Shikoku
2021,March,Subaru,Sedan,2947,Chubu
2024,April,Honda,Hatchback,3008,Kyushu
2016,October,Subaru,Convertible,1957,Hokkaido
2011,December,Toyota,Convertible,3168,Hokkaido
2014,February,Toyota,SUV,4703,Shikoku
2020,May,Honda,Convertible,2456,Tohoku
2014,September,Subaru,Convertible,2486,Chubu
2023,October,Mazda,SUV,4478,Shikoku
2020,October,Toyota,Truck,3082,Chubu
2024,June,Subaru,SUV,1445,Kansai
2016,May,Honda,Hatchback,3075,Kyushu
2017,June,Subaru,SUV,1631,Kansai
2024,September,Mazda,Hatchback,4427,Shikoku
2020,July,Honda,Hatchback,1817,Chubu
2022,December,Subaru,Sedan,2261,Chugoku
2011,May,Nissan,Hatchback,1253,Kyushu
2024,March,Subaru,Convertible,4171,Chubu
2019,April,Mazda,SUV,1081,Chubu
2024,March,Honda,Sedan,2314,Tohoku
2012,December,Subaru,Convertible,3266,Kanto
2021,May,Subaru,Hatchback,1972,Kansai
2024,January,Toyota,Hatchback,4716,Chugoku
2014,September,Subaru,Hatchback,3540,Kyushu
2023,October,Subaru,Hatchback,4791,Kyushu
2010,December,Mazda,SUV,3497,Tohoku
2023,September,Honda,Sedan,1553,Shikoku
2011,June,Mazda,Truck,2784,Kansai
2013,December,Mazda,Truck,4705,Chubu
2024,November,Honda,Hatchback,1124,Shikoku
2011,July,Nissan,Truck,3496,Kansai
2010,April,Honda,Convertible,4575,Shikoku
2020,December,Mazda,Hatchback,2071,Tohoku
2023,November,Nissan,SUV,1754,Chubu
2015,September,Honda,SUV,2506,Hokkaido
2020,June,Subaru,Sedan,3254,Kyushu
2015,April,Subaru,Convertible,1610,Shikoku
2022,February,Toyota,Sedan,4216,Chugoku
2010,July,Nissan,Hatchback,4915,Kyushu
2019,March,Subaru,Sedan,3090,Kansai
2023,February,Nissan,Sedan,2727,Kanto
2018,June,Subaru,Hatchback,3910,Chubu
2023,December,Nissan,SUV,2352,Chugoku
2021,July,Honda,Truck,3972,Kyushu
2020,January,Honda,Hatchback,3847,Hokkaido
2021,February,Subaru,SUV,4384,Chubu
2020,September,Honda,Hatchback,2994,Shikoku
2018,November,Subaru,Sedan,2755,Kanto
2022,August,Mazda,Convertible,2449,Shikoku
2023,October,Mazda,Hatchback,4505,Kanto
2013,December,Subaru,Hatchback,1207,Shikoku
2022,February,Mazda,SUV,4448,Tohoku
2019,November,Toyota,Sedan,4710,Kansai
2023,November,Honda,Truck,1028,Kanto
2017,October,Mazda,Sedan,2621,Kyushu
2019,August,Subaru,Hatchback,2971,Chugoku
2017,December,Honda,Convertible,3184,Shikoku
2010,June,Subaru,Hatchback,2182,Tohoku
2015,November,Subaru,Convertible,3128,Hokkaido
2019,August,Honda,Convertible,4293,Kansai
2023,August,Subaru,Hatchback,4842,Kansai
2024,November,Subaru,Truck,4250,Kansai
2020,June,Nissan,Sedan,4811,Kyushu
2020,February,Honda,Convertible,4643,Kansai
2022,October,Nissan,Convertible,1904,Chubu
2018,August,Mazda,Sedan,1298,Kyushu
2018,June,Honda,Hatchback,3824,Chugoku
2010,June,Subaru,Convertible,4150,Tohoku
2018,April,Toyota,Sedan,4705,Hokkaido
2024,April,Toyota,Sedan,3061,Kanto
2015,August,Toyota,Convertible,4686,Kansai
2012,September,Honda,Sedan,3554,Hokkaido
2022,June,Subaru,Truck,3819,Tohoku
2015,April,Subaru,Convertible,3183,Kyushu
2018,April,Subaru,Sedan,3802,Tohoku
2015,August,Honda,Convertible,1551,Tohoku
2014,December,Nissan,Truck,4183,Chugoku
2013,September,Mazda,Convertible,1315,Hokkaido
2018,August,Nissan,Truck,2353,Tohoku
2016,February,Honda,Sedan,3974,Chubu
2015,July,Toyota,Sedan,4931,Chugoku
2011,May,Honda,SUV,4922,Kyushu
2010,December,Honda,Truck,2573,Chugoku
2010,October,Mazda,Truck,4214,Kanto
2020,May,Subaru,Truck,2678,Kanto
2015,December,Honda,Sedan,3827,Chubu
2010,October,Toyota,SUV,3884,Kansai
2012,August,Nissan,Convertible,3724,Kyushu
2018,April,Honda,SUV,2999,Kansai
2021,April,Nissan,Convertible,4733,Chugoku
2014,August,Nissan,Sedan,4641,Tohoku
2021,April,Toyota,Sedan,3865,Kyushu
2020,January,Honda,Sedan,2704,Chugoku
2015,February,Nissan,SUV,4773,Shikoku
2014,February,Mazda,Truck,4387,Tohoku
2022,December,Subaru,Hatchback,1248,Tohoku
2020,November,Nissan,SUV,1919,Hokkaido
2012,December,Nissan,SUV,3053,Hokkaido
2023,July,Mazda,Sedan,1195,Kanto
2019,April,Nissan,Sedan,2571,Tohoku
2020,October,Toyota,SUV,3238,Kyushu
2018,January,Subaru,Convertible,3011,Kyushu
2017,September,Honda,Hatchback,1449,Chugoku
2017,April,Honda,Truck,2562,Chugoku
2020,June,Toyota,SUV,4128,Kyushu
2010,October,Nissan,SUV,3650,Tohoku
2018,May,Honda,Convertible,4072,Shikoku
2020,February,Toyota,Sedan,2955,Hokkaido
2014,June,Honda,Hatchback,2306,Chubu
2022,February,Honda,Hatchback,2143,Kansai
2015,January,Honda,Hatchback,1161,Hokkaido
2014,December,Subaru,Truck,3622,Tohoku
2020,August,Honda,SUV,1278,Shikoku
2024,June,Nissan,Hatchback,4337,Shikoku
2023,September,Toyota,Hatchback,1988,Kansai
2023,October,Mazda,Truck,3259,Tohoku
2018,March,Nissan,Sedan,4961,Kansai
2021,February,Honda,SUV,4319,Kanto
2019,October,Subaru,SUV,3192,Shikoku
2014,July,Toyota,Truck,4075,Chugoku
2023,December,Honda,Hatchback,4487,Chubu
2021,August,Honda,Convertible,1581,Chugoku
2021,June,Nissan,Sedan,1550,Chugoku
2011,May,Honda,Truck,4336,Kanto
2019,September,Subaru,Hatchback,4444,Shikoku
2017,February,Toyota,Convertible,2285,Hokkaido
2011,June,Honda,Sedan,3427,Kansai
2016,February,Nissan,Convertible,3510,Tohoku
2012,November,Toyota,Convertible,1132,Chugoku
2023,January,Honda,Hatchback,2531,Tohoku
2010,September,Mazda,Sedan,4932,Chubu
2013,May,Mazda,Convertible,3759,Chubu
2012,August,Toyota,Truck,2725,Shikoku
2017,May,Honda,Sedan,1580,Hokkaido
2021,July,Subaru,Convertible,1182,Kansai
2023,May,Toyota,SUV,2479,Chubu
2022,December,Mazda,SUV,2521,Kanto
2012,December,Subaru,Sedan,2038,Kanto
2011,February,Toyota,Truck,1598,Chubu
2024,August,Subaru,Truck,3562,Kansai
2018,October,Honda,Hatchback,2318,Shikoku
2013,April,Mazda,Hatchback,1891,Shikoku
2012,December,Mazda,Convertible,2713,Kyushu
2018,December,Honda,SUV,3378,Chubu
2021,July,Mazda,Sedan,1231,Shikoku
2010,June,Honda,Convertible,1110,Hokkaido
2012,February,Toyota,Truck,2357,Kyushu
2019,April,Toyota,Sedan,3288,Chugoku
2013,June,Toyota,Sedan,1062,Kanto
2018,November,Nissan,Sedan,1354,Chubu
2011,November,Nissan,SUV,3272,Tohoku
2017,September,Mazda,Convertible,4438,Tohoku
2022,October,Subaru,Convertible,1155,Tohoku
2020,May,Mazda,Convertible,3460,Shikoku
2012,August,Toyota,Convertible,3648,Shikoku
2019,August,Subaru,Convertible,1662,Hokkaido
2020,September,Mazda,Sedan,3658,Kansai
2023,December,Mazda,Hatchback,2492,Kansai
2024,December,Mazda,Truck,2699,Tohoku
2024,February,Toyota,SUV,1063,Chubu
2011,October,Subaru,SUV,2457,Kansai
2018,November,Mazda,Convertible,1796,Kyushu
2012,August,Nissan,Sedan,2880,Tohoku
2016,February,Honda,Convertible,3398,Kansai
2016,February,Honda,Sedan,3369,Kansai
2018,September,Nissan,Hatchback,1212,Hokkaido
2014,April,Mazda,SUV,2212,Chubu
2024,July,Honda,Truck,4964,Shikoku
2014,September,Honda,Hatchback,4501,Kyushu
2012,March,Honda,Sedan,1653,Tohoku
2020,February,Subaru,Truck,1779,Kansai
2021,February,Toyota,Sedan,4805,Kanto
2023,December,Subaru,Truck,2442,Kanto
2022,August,Honda,Sedan,3282,Hokkaido
2022,November,Subaru,Sedan,3103,Hokkaido
2013,May,Subaru,Convertible,4639,Chubu
2015,January,Toyota,Truck,2649,Chugoku
2024,November,Subaru,Sedan,3295,Tohoku
2024,January,Nissan,Convertible,1506,Chugoku
2023,January,Toyota,Sedan,2592,Tohoku
2010,September,Mazda,Convertible,4147,Chugoku
2019,March,Nissan,Sedan,3828,Chubu
2018,June,Nissan,Convertible,2665,Tohoku
2018,March,Mazda,Sedan,4861,Kyushu
2017,February,Honda,Sedan,3496,Kanto
2019,May,Nissan,Convertible,1078,Chugoku
2010,June,Mazda,Sedan,4898,Kanto
2016,October,Nissan,Convertible,4299,Hokkaido
2021,August,Honda,SUV,1282,Shikoku
2022,April,Toyota,Sedan,2137,Kanto
2017,September,Nissan,Sedan,2821,Hokkaido
2013,June,Mazda,Convertible,3531,Shikoku
2024,January,Toyota,Sedan,2148,Chugoku
2010,February,Toyota,Truck,3484,Tohoku
2024,January,Mazda,Truck,4294,Tohoku
2012,December,Mazda,Hatchback,1149,Kansai
2019,October,Honda,Hatchback,1751,Kanto
2022,August,Honda,Truck,4770,Kansai
2011,August,Toyota,Convertible,4863,Shikoku
2020,May,Nissan,Truck,1758,Hokkaido
2024,November,Nissan,Hatchback,1460,Tohoku
2019,July,Toyota,Convertible,2797,Kansai
2016,April,Toyota,Truck,4602,Kyushu
2020,April,Toyota,Sedan,2361,Kanto
2012,February,Toyota,Truck,3504,Kyushu
2012,November,Nissan,SUV,4444,Tohoku
2011,August,Nissan,SUV,4806,Kyushu
2019,June,Toyota,Truck,2088,Shikoku
2022,June,Toyota,Truck,3434,Kyushu
2023,March,Honda,Hatchback,3460,Kansai
2016,August,Toyota,Hatchback,1265,Kansai
2014,November,Mazda,Convertible,3856,Kansai
2011,December,Toyota,Convertible,4576,Chubu
2023,March,Mazda,Truck,4908,Chubu
2010,February,Toyota,Sedan,1909,Kyushu
2023,September,Subaru,Hatchback,3716,Kansai
2021,June,Subaru,Hatchback,2165,Chubu
2023,September,Honda,Convertible,4889,Chubu
2013,July,Mazda,Truck,4347,Kanto
2018,July,Honda,SUV,2660,Hokkaido
2022,August,Toyota,Convertible,2739,Kanto
2010,January,Subaru,Hatchback,3212,Chubu
2016,May,Honda,Hatchback,2992,Chubu
2010,March,Mazda,Convertible,4078,Hokkaido
2021,November,Nissan,Truck,4195,Chubu
2014,November,Honda,Convertible,1953,Hokkaido
2010,August,Toyota,Hatchback,4659,Chubu
2024,December,Honda,Convertible,3150,Hokkaido
2023,December,Subaru,Convertible,4516,Kansai
2020,May,Subaru,Truck,4850,Chugoku
2012,September,Mazda,SUV,1889,Chubu
2016,August,Nissan,Sedan,4607,Chugoku
2016,February,Nissan,Hatchback,3656,Kyushu
2017,January,Honda,Hatchback,1150,Chugoku
2019,October,Subaru,SUV,2613,Shikoku
2024,December,Subaru,Convertible,3174,Hokkaido
2020,October,Subaru,Hatchback,2335,Chugoku
2019,May,Nissan,Hatchback,3444,Chugoku
2016,June,Mazda,Truck,2600,Kanto
2021,July,Nissan,Hatchback,4199,Kansai
2019,August,Nissan,Hatchback,4661,Kansai
2019,September,Toyota,Truck,2468,Tohoku
2023,April,Subaru,Hatchback,2368,Chugoku
2017,June,Nissan,Hatchback,4018,Tohoku
2023,May,Nissan,SUV,1077,Chugoku
2013,November,Honda,Hatchback,4690,Hokkaido
2018,November,Honda,Truck,4629,Kanto
2019,July,Mazda,Hatchback,3361,Kyushu
2018,February,Toyota,Convertible,4998,Tohoku
2012,February,Honda,Truck,2446,Kyushu
2018,March,Mazda,Truck,3696,Chubu
2017,August,Nissan,Convertible,3899,Hokkaido
2019,November,Honda,Sedan,3527,Kanto
2010,December,Honda,SUV,4764,Hokkaido
2024,January,Nissan,Convertible,1801,Tohoku
2015,April,Honda,Sedan,3336,Shikoku
2020,June,Toyota,Convertible,4725,Chubu
2012,December,Nissan,SUV,3649,Shikoku
2021,April,Honda,Truck,1363,Shikoku
2016,November,Subaru,Hatchback,3745,Chugoku
2013,October,Subaru,Truck,4522,Tohoku
2016,June,Subaru,Convertible,1352,Tohoku
2021,October,Honda,Convertible,2889,Chubu
2022,February,Honda,Sedan,1251,Kyushu
2015,August,Toyota,SUV,3623,Kansai
2012,November,Nissan,Sedan,4782,Chugoku
2016,May,Toyota,Convertible,4514,Hokkaido
2015,October,Subaru,SUV,1382,Chubu
2018,February,Nissan,Truck,4515,Chugoku
2024,April,Subaru,Sedan,3457,Chugoku
2018,April,Nissan,Hatchback,2432,Chugoku
2014,December,Nissan,SUV,3888,Kyushu
2017,November,Nissan,SUV,3318,Shikoku
2012,December,Honda,Hatchback,1136,Tohoku
2019,April,Mazda,Hatchback,1760,Shikoku
2012,July,Nissan,Convertible,3564,Chugoku
2017,October,Nissan,Hatchback,1833,Tohoku
2018,October,Mazda,Truck,3344,Chubu
2011,November,Honda,Truck,3753,Kyushu
2023,August,Mazda,Hatchback,3428,Chugoku
2024,May,Honda,Sedan,1656,Shikoku
2015,July,Subaru,SUV,4061,Kansai
2019,April,Nissan,Sedan,2908,Chubu
2021,January,Honda,Hatchback,4564,Shikoku
2015,November,Nissan,Convertible,1942,Tohoku
2011,August,Subaru,Hatchback,4230,Kyushu
2024,November,Nissan,SUV,2869,Kanto
2024,June,Honda,Sedan,1523,Kyushu
2019,January,Honda,SUV,3206,Kyushu
2017,October,Mazda,SUV,1364,Chugoku
2018,December,Toyota,Hatchback,3409,Hokkaido
2023,June,Mazda,Truck,3719,Kanto
2016,January,Toyota,Hatchback,1001,Tohoku
2011,April,Toyota,Convertible,3308,Kansai
2011,August,Mazda,Sedan,1122,Shikoku
2024,March,Honda,Convertible,1645,Tohoku
2010,September,Subaru,Convertible,4952,Chubu
2021,March,Honda,SUV,2848,Kansai
2011,January,Nissan,Hatchback,3043,Kyushu
2016,August,Mazda,SUV,1118,Chugoku
2020,August,Subaru,Convertible,2608,Tohoku
2016,July,Subaru,SUV,4176,Chugoku
2024,October,Subaru,Convertible,2130,Chubu
2010,January,Subaru,Truck,4179,Kanto
2017,May,Mazda,Hatchback,1778,Hokkaido
2015,November,Honda,Hatchback,1149,Kanto
2013,November,Honda,Convertible,2206,Kanto
